timestamp,node_id,distance,tilt_x,tilt_y,vibration,temperature,humidity,status
2026-01-01T12:12:00,NODE_01,78.04,1.33,1.66,0.246,25.57,67.5,normal
2026-01-01T12:22:00,NODE_01,78.72,2.04,1.23,0.248,26.27,71.48,normal
2026-01-01T12:32:00,NODE_01,77.6,2.17,1.08,0.224,25.45,71.56,normal
2026-01-01T12:42:00,NODE_01,78.08,1.51,0.95,0.281,26.47,72.3,normal
2026-01-01T12:52:00,NODE_01,78.91,2.06,1.13,0.238,24.26,73.91,normal
2026-01-01T13:02:00,NODE_01,78.81,1.31,1.54,0.264,25.79,74.09,normal
2026-01-01T13:12:00,NODE_01,78.28,1.72,1.02,0.249,23.43,65.26,normal
2026-01-01T13:22:00,NODE_01,78.84,1.49,0.61,0.256,24.9,67.0,normal
2026-01-01T13:32:00,NODE_01,79.59,1.31,0.64,0.154,26.01,72.84,normal
2026-01-01T13:42:00,NODE_01,79.06,1.44,0.96,0.242,26.71,68.7,normal
2026-01-01T13:52:00,NODE_01,78.32,1.34,0.98,0.203,26.66,73.71,normal
2026-01-01T14:02:00,NODE_01,78.9,1.81,1.69,0.261,26.42,73.39,normal
2026-01-01T14:12:00,NODE_01,78.96,1.35,1.87,0.201,26.0,72.77,normal
2026-01-01T14:22:00,NODE_01,78.43,1.44,1.24,0.33,26.41,74.12,normal
2026-01-01T14:32:00,NODE_01,78.93,1.65,1.53,0.253,27.21,76.21,normal
2026-01-01T14:42:00,NODE_01,78.89,1.57,1.12,0.207,27.45,71.81,normal
2026-01-01T14:52:00,NODE_01,77.6,1.54,1.93,0.198,25.68,72.91,normal
2026-01-01T15:02:00,NODE_01,78.15,0.92,0.92,0.189,24.57,70.49,normal
2026-01-01T15:12:00,NODE_01,78.97,1.07,1.7,0.294,25.54,72.22,normal
2026-01-01T15:22:00,NODE_01,78.24,1.6,1.65,0.369,28.09,65.53,normal
2026-01-01T15:32:00,NODE_01,79.24,2.2,1.39,0.221,26.74,71.01,normal
2026-01-01T15:42:00,NODE_01,78.77,1.53,1.31,0.271,26.24,70.95,normal
2026-01-01T15:52:00,NODE_01,78.94,1.76,1.4,0.298,25.73,73.3,normal
2026-01-01T16:02:00,NODE_01,78.47,2.59,1.18,0.224,27.15,70.66,normal
2026-01-01T16:12:00,NODE_01,78.23,2.02,1.03,0.268,25.15,68.18,normal
2026-01-01T16:22:00,NODE_01,79.38,1.58,1.36,0.287,25.36,67.15,normal
2026-01-01T16:32:00,NODE_01,79.35,1.45,0.94,0.336,26.31,67.71,normal
2026-01-01T16:42:00,NODE_01,78.32,1.79,1.32,0.21,26.15,64.68,normal
2026-01-01T16:52:00,NODE_01,78.58,1.33,1.39,0.278,25.91,71.37,normal
2026-01-01T17:02:00,NODE_01,79.15,2.19,0.67,0.17,26.09,66.15,normal
2026-01-01T17:12:00,NODE_01,79.09,1.29,0.7,0.259,26.43,67.04,normal
2026-01-01T17:22:00,NODE_01,78.86,0.94,0.86,0.206,25.17,73.05,normal
2026-01-01T17:32:00,NODE_01,79.46,0.82,0.72,0.203,23.23,66.8,normal
2026-01-01T17:42:00,NODE_01,79.74,0.95,0.67,0.159,26.99,69.73,normal
2026-01-01T17:52:00,NODE_01,79.02,1.06,0.67,0.271,28.39,64.48,normal
2026-01-01T18:02:00,NODE_01,79.72,1.12,1.2,0.208,24.14,73.99,normal
2026-01-01T18:12:00,NODE_01,79.89,1.46,1.01,0.147,24.99,69.02,normal
2026-01-01T18:22:00,NODE_01,79.48,1.53,0.9,0.2,26.23,71.31,normal
2026-01-01T18:32:00,NODE_01,80.02,1.34,1.06,0.267,26.82,74.51,normal
2026-01-01T18:42:00,NODE_01,78.82,1.11,0.52,0.33,27.17,72.98,normal
2026-01-01T18:52:00,NODE_01,78.38,1.1,1.2,0.216,27.04,72.45,normal
2026-01-01T19:02:00,NODE_01,78.48,1.12,1.05,0.29,24.9,71.82,normal
2026-01-01T19:12:00,NODE_01,79.7,1.39,1.27,0.183,28.17,62.75,normal
2026-01-01T19:22:00,NODE_01,78.77,1.56,0.92,0.211,25.42,72.4,normal
2026-01-01T19:32:00,NODE_01,78.4,0.7,0.78,0.199,25.92,72.28,normal
2026-01-01T19:42:00,NODE_01,79.05,1.29,0.76,0.297,25.38,74.9,normal
2026-01-01T19:52:00,NODE_01,79.44,1.09,0.92,0.288,25.74,68.8,normal
2026-01-01T20:02:00,NODE_01,80.6,1.13,0.27,0.167,26.26,67.19,normal
2026-01-01T20:12:00,NODE_01,79.52,0.97,0.79,0.161,27.01,77.83,normal
2026-01-01T20:22:00,NODE_01,79.55,1.15,0.68,0.205,26.2,68.27,normal
2026-01-01T20:32:00,NODE_01,79.61,1.11,0.46,0.136,27.65,70.61,normal
2026-01-01T20:42:00,NODE_01,80.27,0.75,0.23,0.153,25.8,67.73,normal
2026-01-01T20:52:00,NODE_01,79.63,1.07,1.03,0.135,26.19,68.1,normal
2026-01-01T21:02:00,NODE_01,80.23,0.89,0.78,0.167,26.38,71.81,normal
2026-01-01T21:12:00,NODE_01,79.48,1.46,0.77,0.148,26.97,68.84,normal
2026-01-01T21:22:00,NODE_01,79.11,1.25,1.1,0.294,26.82,69.14,normal
2026-01-01T21:32:00,NODE_01,79.76,1.41,1.32,0.2,24.99,72.69,normal
2026-01-01T21:42:00,NODE_01,78.63,1.66,1.12,0.255,24.09,65.73,normal
2026-01-01T21:52:00,NODE_01,77.96,1.55,1.24,0.31,26.67,74.19,normal
2026-01-01T22:02:00,NODE_01,78.21,1.44,1.04,0.198,28.0,70.24,normal
2026-01-01T22:12:00,NODE_01,78.88,1.45,1.01,0.232,26.63,70.87,normal
2026-01-01T22:22:00,NODE_01,78.87,2.06,1.13,0.258,27.59,64.35,normal
2026-01-01T22:32:00,NODE_01,79.75,1.41,0.72,0.241,27.15,65.55,normal
2026-01-01T22:42:00,NODE_01,78.92,1.29,1.27,0.316,25.4,74.75,normal
2026-01-01T22:52:00,NODE_01,78.82,1.91,1.2,0.249,26.17,74.21,normal
2026-01-01T23:02:00,NODE_01,79.87,0.99,1.14,0.193,25.02,75.09,normal
2026-01-01T23:12:00,NODE_01,79.3,1.9,0.45,0.26,26.22,71.27,normal
2026-01-01T23:22:00,NODE_01,79.0,1.26,0.6,0.246,25.77,70.22,normal
2026-01-01T23:32:00,NODE_01,79.39,1.34,0.9,0.241,24.09,74.37,normal
2026-01-01T23:42:00,NODE_01,78.96,1.25,1.02,0.263,24.49,70.52,normal
2026-01-01T23:52:00,NODE_01,78.59,1.73,1.12,0.224,27.28,71.29,normal
2026-01-02T00:02:00,NODE_01,77.4,1.31,1.66,0.308,25.99,70.48,normal
2026-01-02T00:12:00,NODE_01,78.85,2.08,1.07,0.276,25.04,75.6,normal
2026-01-02T00:22:00,NODE_01,78.11,1.72,1.18,0.245,29.09,68.02,normal
2026-01-02T00:32:00,NODE_01,78.79,1.66,0.83,0.199,26.48,65.42,normal
2026-01-02T00:42:00,NODE_01,78.38,1.9,1.45,0.341,25.49,69.14,normal
2026-01-02T00:52:00,NODE_01,79.15,1.59,1.46,0.227,25.59,72.39,normal
2026-01-02T01:02:00,NODE_01,78.49,1.3,1.51,0.176,26.13,69.1,normal
2026-01-02T01:12:00,NODE_01,78.98,1.84,1.28,0.222,26.72,69.34,normal
2026-01-02T01:22:00,NODE_01,78.56,1.98,0.92,0.233,25.32,69.27,normal
2026-01-02T01:32:00,NODE_01,79.5,1.26,1.09,0.177,26.84,70.15,normal
2026-01-02T01:42:00,NODE_01,78.68,2.17,1.06,0.233,26.71,71.81,normal
2026-01-02T01:52:00,NODE_01,77.94,2.02,1.03,0.291,25.49,72.84,normal
2026-01-02T02:02:00,NODE_01,79.61,1.99,1.72,0.172,25.61,66.3,normal
2026-01-02T02:12:00,NODE_01,79.56,1.5,1.27,0.293,23.88,67.02,normal
2026-01-02T02:22:00,NODE_01,78.72,1.31,1.04,0.261,27.2,70.15,normal
2026-01-02T02:32:00,NODE_01,78.12,2.07,1.27,0.212,25.24,73.22,normal
2026-01-02T02:42:00,NODE_01,78.41,1.46,1.05,0.293,27.56,67.2,normal
2026-01-02T02:52:00,NODE_01,78.33,1.96,1.68,0.387,24.8,68.04,normal
2026-01-02T03:02:00,NODE_01,77.78,2.51,1.61,0.287,25.47,74.57,normal
2026-01-02T03:12:00,NODE_01,77.05,2.64,1.71,0.29,26.14,70.6,normal
2026-01-02T03:22:00,NODE_01,77.7,2.61,1.33,0.27,23.17,67.37,normal
2026-01-02T03:32:00,NODE_01,78.71,2.26,1.53,0.225,24.47,68.78,normal
2026-01-02T03:42:00,NODE_01,79.16,2.33,2.13,0.331,26.23,78.11,normal
2026-01-02T03:52:00,NODE_01,78.56,2.29,1.96,0.328,26.52,72.26,normal
2026-01-02T04:02:00,NODE_01,77.89,1.98,1.76,0.309,27.83,77.09,normal
2026-01-02T04:12:00,NODE_01,77.16,2.42,1.47,0.245,25.79,73.23,normal
2026-01-02T04:22:00,NODE_01,78.38,2.17,2.4,0.259,25.9,69.64,normal
2026-01-02T04:32:00,NODE_01,78.48,2.22,1.41,0.348,26.7,70.59,normal
2026-01-02T04:42:00,NODE_01,78.59,1.75,1.55,0.242,26.74,74.49,normal
2026-01-02T04:52:00,NODE_01,78.65,1.39,1.68,0.338,25.87,71.56,normal
2026-01-02T05:02:00,NODE_01,79.0,1.8,1.51,0.239,26.51,73.31,normal
2026-01-02T05:12:00,NODE_01,78.87,1.72,0.96,0.246,25.7,73.37,normal
2026-01-02T05:22:00,NODE_01,77.59,2.36,1.8,0.309,24.99,68.88,normal
2026-01-02T05:32:00,NODE_01,77.71,1.41,1.1,0.263,26.31,67.62,normal
2026-01-02T05:42:00,NODE_01,79.73,2.05,0.95,0.213,24.71,71.14,normal
2026-01-02T05:52:00,NODE_01,79.13,2.23,1.63,0.307,25.2,68.26,normal
2026-01-02T06:02:00,NODE_01,79.35,2.22,1.49,0.339,25.83,69.14,normal
2026-01-02T06:12:00,NODE_01,77.61,2.23,1.62,0.235,25.43,78.66,normal
2026-01-02T06:22:00,NODE_01,78.68,1.73,1.41,0.264,25.29,67.39,normal
2026-01-02T06:32:00,NODE_01,78.29,2.3,1.11,0.291,26.77,67.17,normal
2026-01-02T06:42:00,NODE_01,78.75,1.23,1.5,0.332,24.36,71.42,normal
2026-01-02T06:52:00,NODE_01,79.16,2.01,1.59,0.375,25.75,72.1,normal
2026-01-02T07:02:00,NODE_01,79.28,1.33,1.47,0.289,27.34,66.7,normal
2026-01-02T07:12:00,NODE_01,78.54,2.44,1.1,0.23,25.0,71.92,normal
2026-01-02T07:22:00,NODE_01,79.63,1.62,1.89,0.306,27.34,73.44,normal
2026-01-02T07:32:00,NODE_01,78.69,1.92,1.45,0.322,27.56,66.91,normal
2026-01-02T07:42:00,NODE_01,78.61,2.11,1.31,0.395,26.53,68.73,normal
2026-01-02T07:52:00,NODE_01,78.73,2.13,1.62,0.293,23.72,73.54,normal
2026-01-02T08:02:00,NODE_01,77.83,2.49,2.23,0.348,24.51,69.81,normal
2026-01-02T08:12:00,NODE_01,77.88,2.13,1.2,0.236,25.47,72.24,normal
2026-01-02T08:22:00,NODE_01,77.69,2.46,1.69,0.324,25.56,69.65,normal
2026-01-02T08:32:00,NODE_01,77.89,1.48,2.2,0.245,26.23,73.42,normal
2026-01-02T08:42:00,NODE_01,77.6,2.18,1.2,0.228,26.25,69.62,normal
2026-01-02T08:52:00,NODE_01,78.38,2.22,1.83,0.239,26.36,71.72,normal
2026-01-02T09:02:00,NODE_01,77.9,1.99,0.9,0.283,25.48,70.51,normal
2026-01-02T09:12:00,NODE_01,78.59,1.5,1.14,0.223,26.25,66.11,normal
2026-01-02T09:22:00,NODE_01,78.6,1.39,1.27,0.287,26.53,68.0,normal
2026-01-02T09:32:00,NODE_01,78.93,1.62,0.88,0.33,24.92,72.39,normal
2026-01-02T09:42:00,NODE_01,78.17,2.11,1.17,0.333,24.72,75.23,normal
2026-01-02T09:52:00,NODE_01,78.16,0.83,1.39,0.328,26.2,73.27,normal
2026-01-02T10:02:00,NODE_01,78.67,1.92,1.81,0.274,26.92,73.36,normal
2026-01-02T10:12:00,NODE_01,78.0,1.54,0.81,0.265,28.34,70.64,normal
2026-01-02T10:22:00,NODE_01,79.27,1.18,1.03,0.234,27.05,72.38,normal
2026-01-02T10:32:00,NODE_01,74.97,3.61,3.15,0.54,24.71,76.48,warning
2026-01-02T10:42:00,NODE_01,75.0,3.5,3.04,0.659,27.17,70.98,warning
2026-01-02T10:52:00,NODE_01,75.94,3.1,3.3,0.506,26.81,69.95,warning
2026-01-02T11:02:00,NODE_01,76.4,3.39,2.26,0.358,26.96,75.84,warning
2026-01-02T11:12:00,NODE_01,75.7,3.11,2.16,0.421,24.35,74.95,warning
2026-01-02T11:22:00,NODE_01,75.42,3.22,1.83,0.413,26.14,65.65,warning
2026-01-02T11:32:00,NODE_01,77.39,2.57,3.29,0.545,26.61,67.22,warning
2026-01-02T11:42:00,NODE_01,77.49,3.62,2.37,0.475,25.28,74.3,warning
2026-01-02T11:52:00,NODE_01,76.72,2.56,2.02,0.433,26.95,67.62,warning
2026-01-02T12:02:00,NODE_01,75.89,3.0,2.82,0.358,27.19,72.64,warning
2026-01-02T12:12:00,NODE_01,77.34,1.73,2.62,0.476,26.88,70.88,warning
2026-01-02T12:22:00,NODE_01,77.52,2.95,1.74,0.524,28.3,70.14,warning
2026-01-02T12:32:00,NODE_01,77.97,2.79,1.87,0.507,26.1,65.2,normal
2026-01-02T12:42:00,NODE_01,77.56,2.11,1.14,0.319,24.03,73.66,normal
2026-01-02T12:52:00,NODE_01,78.36,2.37,2.2,0.462,26.42,74.73,normal
2026-01-02T13:02:00,NODE_01,77.37,2.32,1.54,0.381,26.71,66.38,normal
2026-01-02T13:12:00,NODE_01,77.09,2.43,1.71,0.395,28.05,72.86,normal
2026-01-02T13:22:00,NODE_01,78.65,2.54,1.84,0.376,25.52,70.1,normal
2026-01-02T13:32:00,NODE_01,77.26,1.95,1.44,0.331,24.4,66.93,normal
2026-01-02T13:42:00,NODE_01,77.52,2.04,1.62,0.375,24.86,78.8,normal
2026-01-02T13:52:00,NODE_01,78.86,2.23,1.7,0.245,25.09,70.29,normal
2026-01-02T14:02:00,NODE_01,77.39,1.89,1.34,0.33,26.73,69.58,normal
2026-01-02T14:12:00,NODE_01,78.17,1.95,1.34,0.362,27.36,70.48,normal
2026-01-02T14:22:00,NODE_01,78.95,2.1,1.53,0.373,26.3,69.52,normal
2026-01-02T14:32:00,NODE_01,77.41,2.01,2.05,0.365,24.13,68.83,normal
2026-01-02T14:42:00,NODE_01,78.44,2.23,1.82,0.347,24.78,65.05,normal
2026-01-02T14:52:00,NODE_01,77.82,2.25,2.13,0.435,26.94,66.01,normal
2026-01-02T15:02:00,NODE_01,77.53,2.78,1.88,0.373,23.87,74.24,normal
2026-01-02T15:12:00,NODE_01,76.43,2.17,1.13,0.39,27.08,70.97,normal
2026-01-02T15:22:00,NODE_01,77.51,1.85,1.77,0.352,22.98,70.66,normal
2026-01-02T15:32:00,NODE_01,78.79,2.21,1.76,0.326,26.53,69.69,normal
2026-01-02T15:42:00,NODE_01,77.62,1.77,1.64,0.302,24.97,77.55,normal
2026-01-02T15:52:00,NODE_01,79.06,2.2,1.1,0.355,25.91,75.89,normal
2026-01-02T16:02:00,NODE_01,78.35,2.23,1.22,0.303,25.92,64.5,normal
2026-01-02T16:12:00,NODE_01,77.41,1.67,1.7,0.295,25.04,75.49,normal
2026-01-02T16:22:00,NODE_01,78.46,2.14,1.11,0.3,24.71,66.28,normal
2026-01-02T16:32:00,NODE_01,78.37,1.93,1.14,0.313,25.86,66.67,normal
2026-01-02T16:42:00,NODE_01,77.95,1.49,2.45,0.38,26.9,65.45,normal
2026-01-02T16:52:00,NODE_01,79.52,1.71,1.5,0.464,25.5,63.49,normal
2026-01-02T17:02:00,NODE_01,78.49,1.9,1.93,0.328,26.19,73.3,normal
2026-01-02T17:12:00,NODE_01,78.4,1.99,2.04,0.313,27.78,70.66,normal
2026-01-02T17:22:00,NODE_01,77.98,1.59,1.5,0.31,23.91,70.98,normal
2026-01-02T17:32:00,NODE_01,78.5,1.55,1.38,0.298,25.28,74.35,normal
2026-01-02T17:42:00,NODE_01,77.62,1.91,1.43,0.342,26.36,76.14,normal
2026-01-02T17:52:00,NODE_01,78.9,2.23,1.2,0.271,24.42,68.58,normal
2026-01-02T18:02:00,NODE_01,79.08,1.75,1.74,0.304,25.22,70.24,normal
2026-01-02T18:12:00,NODE_01,79.02,1.71,1.76,0.32,26.75,74.53,normal
2026-01-02T18:22:00,NODE_01,79.56,1.78,1.49,0.27,26.23,71.66,normal
2026-01-02T18:32:00,NODE_01,78.47,1.18,1.15,0.231,25.57,72.44,normal
2026-01-02T18:42:00,NODE_01,79.06,1.43,1.13,0.151,24.46,69.91,normal
2026-01-02T18:52:00,NODE_01,78.98,1.47,0.94,0.237,26.52,69.21,normal
2026-01-02T19:02:00,NODE_01,79.79,0.81,0.41,0.126,26.66,70.18,normal
2026-01-02T19:12:00,NODE_01,79.39,1.21,0.71,0.331,25.62,68.97,normal
2026-01-02T19:22:00,NODE_01,78.77,1.69,0.53,0.19,26.93,70.24,normal
2026-01-02T19:32:00,NODE_01,79.72,1.27,1.05,0.173,26.24,75.69,normal
2026-01-02T19:42:00,NODE_01,73.28,4.66,3.73,0.464,27.2,69.33,warning
2026-01-02T19:52:00,NODE_01,76.37,3.3,1.98,0.653,26.15,69.64,warning
2026-01-02T20:02:00,NODE_01,74.51,3.32,2.23,0.467,26.29,71.85,warning
2026-01-02T20:12:00,NODE_01,73.98,4.21,3.27,0.65,26.5,69.3,warning
2026-01-02T20:22:00,NODE_01,74.38,3.0,3.16,0.42,25.08,73.86,warning
2026-01-02T20:32:00,NODE_01,74.64,4.04,2.87,0.62,26.77,69.2,warning
2026-01-02T20:42:00,NODE_01,74.72,2.78,3.11,0.541,24.71,71.89,warning
2026-01-02T20:52:00,NODE_01,77.01,3.39,2.94,0.412,28.06,71.81,warning
2026-01-02T21:02:00,NODE_01,75.75,3.5,3.47,0.462,26.38,75.46,warning
2026-01-02T21:12:00,NODE_01,75.93,3.84,3.07,0.553,27.11,70.57,warning
2026-01-02T21:22:00,NODE_01,77.08,2.47,2.67,0.553,27.15,72.26,warning
2026-01-02T21:32:00,NODE_01,76.69,2.66,1.7,0.539,25.44,69.34,warning
2026-01-02T21:42:00,NODE_01,75.1,3.84,1.76,0.377,24.4,73.98,warning
2026-01-02T21:52:00,NODE_01,76.18,3.35,3.1,0.471,25.69,71.27,warning
2026-01-02T22:02:00,NODE_01,76.24,3.27,2.71,0.549,25.9,68.03,warning
2026-01-02T22:12:00,NODE_01,76.13,2.59,2.41,0.348,26.86,66.09,warning
2026-01-02T22:22:00,NODE_01,77.73,2.34,2.93,0.315,27.64,68.89,warning
2026-01-02T22:32:00,NODE_01,76.35,2.6,2.42,0.325,26.3,70.36,warning
2026-01-02T22:42:00,NODE_01,77.61,2.21,1.58,0.348,25.63,72.83,warning
2026-01-02T22:52:00,NODE_01,77.97,3.14,1.81,0.344,25.89,69.44,warning
2026-01-02T23:02:00,NODE_01,76.92,2.8,1.32,0.527,26.91,66.83,warning
2026-01-02T23:12:00,NODE_01,76.47,3.46,1.91,0.506,26.49,69.97,warning
2026-01-02T23:22:00,NODE_01,77.99,2.33,1.07,0.451,28.54,64.15,warning
2026-01-02T23:32:00,NODE_01,77.04,2.56,1.69,0.306,25.79,73.38,normal
2026-01-02T23:42:00,NODE_01,78.39,2.09,1.62,0.395,25.73,66.4,normal
2026-01-02T23:52:00,NODE_01,77.69,1.96,1.44,0.328,24.01,70.23,normal
2026-01-03T00:02:00,NODE_01,77.99,2.33,1.76,0.449,27.24,68.26,normal
2026-01-03T00:12:00,NODE_01,77.74,2.02,1.67,0.269,26.61,,normal
2026-01-03T00:22:00,NODE_01,76.43,2.16,2.22,0.353,25.0,71.01,normal
2026-01-03T00:32:00,NODE_01,78.13,2.23,1.25,0.415,26.01,71.55,normal
2026-01-03T00:42:00,NODE_01,77.95,2.31,1.34,0.353,25.09,67.85,normal
2026-01-03T00:52:00,NODE_01,78.2,2.07,1.87,0.29,26.27,71.71,normal
2026-01-03T01:02:00,NODE_01,79.17,2.29,1.55,0.299,24.98,67.02,normal
2026-01-03T01:12:00,NODE_01,77.41,1.9,1.59,0.25,28.04,67.56,normal
2026-01-03T01:22:00,NODE_01,78.63,1.75,1.34,0.252,26.12,65.49,normal
2026-01-03T01:32:00,NODE_01,77.82,1.39,1.27,0.22,26.24,75.02,normal
2026-01-03T01:42:00,NODE_01,79.4,1.61,1.21,0.284,26.91,71.37,normal
2026-01-03T01:52:00,NODE_01,78.14,0.9,1.68,0.241,25.41,71.58,normal
2026-01-03T02:02:00,NODE_01,79.08,2.01,1.43,0.254,25.97,70.49,normal
2026-01-03T02:12:00,NODE_01,79.08,2.13,1.0,0.317,26.84,71.66,normal
